transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
94598,05/14/2023,08:38:13 AM,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
94599,05/14/2023,08:38:13 AM,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
94600,05/14/2023,08:38:13 AM,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
94601,05/14/2023,08:38:25 AM,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
94602,05/14/2023,08:39:05 AM,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
94603,05/14/2023,08:39:36 AM,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
94604,05/14/2023,08:39:56 AM,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
94605,05/14/2023,08:41:31 AM,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
94606,05/14/2023,08:41:50 AM,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
94607,05/14/2023,08:41:50 AM,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
94608,05/14/2023,08:41:50 AM,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
94609,05/14/2023,08:42:07 AM,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
94610,05/14/2023,08:42:07 AM,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
94611,05/14/2023,08:42:24 AM,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
94612,05/14/2023,08:42:24 AM,1,5,Lower Manhattan,82,12,Branded,Housewares,I Need My Bean! Diner mug
94613,05/14/2023,08:42:55 AM,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
94614,05/14/2023,08:43:33 AM,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
94615,05/14/2023,08:43:51 AM,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
94616,05/14/2023,08:44:21 AM,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
94617,05/14/2023,08:44:43 AM,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
94618,05/14/2023,08:44:43 AM,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
94619,05/14/2023,08:45:19 AM,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
94620,05/14/2023,08:45:44 AM,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
94621,05/14/2023,08:45:50 AM,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
94622,05/14/2023,08:46:10 AM,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
94623,05/14/2023,08:46:34 AM,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
94624,05/14/2023,08:46:34 AM,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
94625,05/14/2023,08:46:34 AM,1,8,Hell's Kitchen,21,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan
94626,05/14/2023,08:46:45 AM,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
94627,05/14/2023,08:46:45 AM,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
94628,05/14/2023,08:46:57 AM,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
94629,05/14/2023,08:46:57 AM,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
94630,05/14/2023,08:47:06 AM,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
94631,05/14/2023,08:47:06 AM,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
94632,05/14/2023,08:47:06 AM,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
94633,05/14/2023,08:47:06 AM,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
94634,05/14/2023,08:47:13 AM,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
94635,05/14/2023,08:47:13 AM,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
94636,05/14/2023,08:47:49 AM,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
94637,05/14/2023,08:47:49 AM,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
94638,05/14/2023,08:48:01 AM,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
94639,05/14/2023,08:48:01 AM,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
94640,05/14/2023,08:48:14 AM,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
94641,05/14/2023,08:48:30 AM,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
94642,05/14/2023,08:48:44 AM,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
94643,05/14/2023,08:48:44 AM,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
94644,05/14/2023,08:48:52 AM,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
94645,05/14/2023,08:49:17 AM,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
94646,05/14/2023,08:49:17 AM,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
94647,05/14/2023,08:49:38 AM,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
94648,05/14/2023,08:50:57 AM,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
94649,05/14/2023,08:51:23 AM,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
94650,05/14/2023,08:51:23 AM,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
94651,05/14/2023,08:51:26 AM,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
94652,05/14/2023,08:51:26 AM,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
94653,05/14/2023,08:51:49 AM,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
94654,05/14/2023,08:51:49 AM,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
94655,05/14/2023,08:52:08 AM,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
94656,05/14/2023,08:52:46 AM,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
94657,05/14/2023,08:53:00 AM,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
94658,05/14/2023,08:53:00 AM,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
94659,05/14/2023,08:53:20 AM,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
94660,05/14/2023,08:53:22 AM,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
94661,05/14/2023,08:53:33 AM,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
94662,05/14/2023,08:53:41 AM,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
94663,05/14/2023,08:53:53 AM,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
94664,05/14/2023,08:53:53 AM,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
94665,05/14/2023,08:53:53 AM,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
94666,05/14/2023,08:53:57 AM,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
94667,05/14/2023,08:53:57 AM,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
94668,05/14/2023,08:55:14 AM,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
94669,05/14/2023,08:57:51 AM,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
94670,05/14/2023,08:57:51 AM,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
94671,05/14/2023,08:58:08 AM,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
94672,05/14/2023,08:58:18 AM,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
94673,05/14/2023,08:58:18 AM,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
94674,05/14/2023,08:58:18 AM,1,3,Astoria,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic
94675,05/14/2023,08:58:55 AM,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
94676,05/14/2023,08:59:33 AM,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
94677,05/14/2023,09:00:37 AM,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
94678,05/14/2023,09:00:41 AM,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
94679,05/14/2023,09:00:41 AM,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
94680,05/14/2023,09:00:49 AM,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
94681,05/14/2023,09:00:49 AM,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
94682,05/14/2023,09:01:11 AM,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
94683,05/14/2023,09:01:12 AM,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
94684,05/14/2023,09:01:12 AM,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
94685,05/14/2023,09:01:12 AM,1,5,Lower Manhattan,83,14,Branded,Housewares,I Need My Bean! Latte cup
94686,05/14/2023,09:01:23 AM,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
94687,05/14/2023,09:01:23 AM,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
94688,05/14/2023,09:02:43 AM,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
94689,05/14/2023,09:02:43 AM,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
94690,05/14/2023,09:03:03 AM,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
94691,05/14/2023,09:04:35 AM,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
94692,05/14/2023,09:04:35 AM,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
94693,05/14/2023,09:05:01 AM,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
94694,05/14/2023,09:05:01 AM,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
94695,05/14/2023,09:05:18 AM,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
94696,05/14/2023,09:05:35 AM,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
94697,05/14/2023,09:05:45 AM,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
94698,05/14/2023,09:05:45 AM,2,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
94699,05/14/2023,09:06:04 AM,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
94700,05/14/2023,09:07:52 AM,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
94701,05/14/2023,09:08:17 AM,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
94702,05/14/2023,09:08:17 AM,1,3,Astoria,13,8.95,Loose Tea,Black tea,English Breakfast
94703,05/14/2023,09:09:59 AM,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
94704,05/14/2023,09:10:21 AM,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
94705,05/14/2023,09:10:21 AM,1,8,Hell's Kitchen,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic
94706,05/14/2023,09:11:46 AM,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
94707,05/14/2023,09:11:50 AM,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
94708,05/14/2023,09:11:50 AM,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
94709,05/14/2023,09:11:53 AM,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
94710,05/14/2023,09:12:33 AM,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
94711,05/14/2023,09:12:37 AM,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
94712,05/14/2023,09:12:58 AM,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
94713,05/14/2023,09:14:19 AM,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
94714,05/14/2023,09:15:13 AM,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
94715,05/14/2023,09:15:20 AM,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
94716,05/14/2023,09:15:43 AM,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
94717,05/14/2023,09:15:43 AM,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
94718,05/14/2023,09:15:43 AM,1,8,Hell's Kitchen,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai
94719,05/14/2023,09:15:56 AM,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
94720,05/14/2023,09:15:56 AM,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
94721,05/14/2023,09:16:00 AM,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
94722,05/14/2023,09:16:26 AM,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
94723,05/14/2023,09:16:26 AM,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
94724,05/14/2023,09:16:42 AM,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
94725,05/14/2023,09:17:19 AM,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
94726,05/14/2023,09:18:06 AM,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
94727,05/14/2023,09:18:06 AM,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
94728,05/14/2023,09:18:23 AM,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
94729,05/14/2023,09:18:54 AM,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
94730,05/14/2023,09:18:54 AM,1,8,Hell's Kitchen,13,8.95,Loose Tea,Black tea,English Breakfast
94731,05/14/2023,09:19:03 AM,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
94732,05/14/2023,09:19:03 AM,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
94733,05/14/2023,09:19:03 AM,1,5,Lower Manhattan,5,15,Coffee beans,Gourmet Beans,Columbian Medium Roast
94734,05/14/2023,09:19:12 AM,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
94735,05/14/2023,09:19:12 AM,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
94736,05/14/2023,09:19:23 AM,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
94737,05/14/2023,09:19:23 AM,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
94738,05/14/2023,09:20:12 AM,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
94739,05/14/2023,09:20:12 AM,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
94740,05/14/2023,09:20:13 AM,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
94741,05/14/2023,09:20:13 AM,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
94742,05/14/2023,09:20:33 AM,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
94743,05/14/2023,09:20:36 AM,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
94744,05/14/2023,09:20:59 AM,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
94745,05/14/2023,09:21:17 AM,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
94746,05/14/2023,09:21:19 AM,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
94747,05/14/2023,09:21:39 AM,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
94748,05/14/2023,09:21:52 AM,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
94749,05/14/2023,09:22:14 AM,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
94750,05/14/2023,09:22:34 AM,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
94751,05/14/2023,09:23:12 AM,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
94752,05/14/2023,09:23:15 AM,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
94753,05/14/2023,09:23:15 AM,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
94754,05/14/2023,09:23:23 AM,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
94755,05/14/2023,09:23:23 AM,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
94756,05/14/2023,09:23:23 AM,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
94757,05/14/2023,09:23:27 AM,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
94758,05/14/2023,09:23:27 AM,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
94759,05/14/2023,09:24:04 AM,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
94760,05/14/2023,09:24:21 AM,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
94761,05/14/2023,09:24:21 AM,2,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
94762,05/14/2023,09:25:47 AM,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
94763,05/14/2023,09:25:47 AM,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
94764,05/14/2023,09:26:04 AM,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
94765,05/14/2023,09:26:15 AM,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
94766,05/14/2023,09:26:31 AM,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
94767,05/14/2023,09:26:31 AM,1,3,Astoria,5,15,Coffee beans,Gourmet Beans,Columbian Medium Roast
94768,05/14/2023,09:26:34 AM,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
94769,05/14/2023,09:26:35 AM,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
94770,05/14/2023,09:27:20 AM,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
94771,05/14/2023,09:27:20 AM,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
94772,05/14/2023,09:27:20 AM,1,5,Lower Manhattan,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai
94773,05/14/2023,09:27:24 AM,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
94774,05/14/2023,09:28:10 AM,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
94775,05/14/2023,09:28:18 AM,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
94776,05/14/2023,09:28:19 AM,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
94777,05/14/2023,09:28:30 AM,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
94778,05/14/2023,09:28:30 AM,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
94779,05/14/2023,09:28:38 AM,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
94780,05/14/2023,09:28:38 AM,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
94781,05/14/2023,09:28:38 AM,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
94782,05/14/2023,09:28:55 AM,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
94783,05/14/2023,09:28:55 AM,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
94784,05/14/2023,09:29:02 AM,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
94785,05/14/2023,09:29:26 AM,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
94786,05/14/2023,09:29:26 AM,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
94787,05/14/2023,09:29:55 AM,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
94788,05/14/2023,09:30:08 AM,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
94789,05/14/2023,09:30:08 AM,1,8,Hell's Kitchen,8,45,Coffee beans,Premium Beans,Civet Cat
94790,05/14/2023,09:30:34 AM,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
94791,05/14/2023,09:30:34 AM,1,8,Hell's Kitchen,11,8.95,Loose Tea,Herbal tea,Lemon Grass
94792,05/14/2023,09:30:46 AM,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
94793,05/14/2023,09:30:46 AM,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
94794,05/14/2023,09:32:13 AM,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
94795,05/14/2023,09:32:13 AM,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
94796,05/14/2023,09:32:13 AM,1,3,Astoria,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River
94797,05/14/2023,09:32:15 AM,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
94798,05/14/2023,09:32:29 AM,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
94799,05/14/2023,09:32:53 AM,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
94800,05/14/2023,09:33:00 AM,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
94801,05/14/2023,09:33:02 AM,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
94802,05/14/2023,09:33:15 AM,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
94803,05/14/2023,09:33:15 AM,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
94804,05/14/2023,09:33:26 AM,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
94805,05/14/2023,09:33:31 AM,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
94806,05/14/2023,09:33:31 AM,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
94807,05/14/2023,09:33:36 AM,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
94808,05/14/2023,09:33:36 AM,1,8,Hell's Kitchen,12,8.95,Loose Tea,Herbal tea,Peppermint
94809,05/14/2023,09:34:13 AM,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
94810,05/14/2023,09:34:21 AM,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
94811,05/14/2023,09:34:21 AM,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
94812,05/14/2023,09:35:02 AM,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
94813,05/14/2023,09:35:02 AM,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
94814,05/14/2023,09:35:02 AM,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
94815,05/14/2023,09:35:04 AM,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
94816,05/14/2023,09:35:04 AM,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
94817,05/14/2023,09:35:47 AM,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
94818,05/14/2023,09:36:04 AM,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
94819,05/14/2023,09:36:18 AM,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
94820,05/14/2023,09:36:18 AM,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
94821,05/14/2023,09:36:41 AM,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
94822,05/14/2023,09:36:41 AM,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
94823,05/14/2023,09:36:54 AM,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
